163,1
129,1
143,0
102,0
141,1
101,0
122,0
160,1
169,1
120,1
103,1
119,1
114,0
101,0
122,0
115,0
154,1
169,0
118,1
131,0
153,0
169,1
122,1
110,1
127,1
123,0
100,0
122,0
142,0
168,0
110,0
112,0
100,1
162,0
150,0
129,1
105,0
137,1
135,1
131,1
130,1
163,1
147,0
102,1
167,1
132,1
139,0
121,1
148,0
110,1
116,1
156,1
115,1
155,1
141,1
113,0
168,1
127,1
120,1
136,1
159,0
158,1
155,1
135,1
128,1
158,1
141,1
133,0
148,1
122,0
116,0
152,0
102,0
119,0
101,1
101,1
145,0
138,0
149,0
101,1
169,1
161,1
163,1
140,0
162,0
162,1
121,1
103,1
159,1
158,0
148,0
169,1
120,0
138,1
154,0
131,0
103,1
170,1
163,0
137,1
169,1
169,0
147,1
127,1
140,1
117,0
118,0
132,0
164,0
169,0
137,1
108,0
118,1
112,1
128,1
115,1
108,0
108,0
136,1
169,0
162,0
102,0
157,1
160,0
144,0
150,1
109,1
117,0
113,0
100,0
168,0
125,1
163,0
126,0
119,0
109,0
108,1
165,0
159,0
133,0
160,1
118,1
120,0
116,0
157,0
150,0
138,1
165,1
103,1
151,0
137,0
124,1
120,1
168,0
138,0
145,1
161,0
149,0
113,1
109,0
111,0
150,1
103,1
167,1
145,0
136,1
170,1
157,1
118,0
155,0
115,1
118,1
138,1
160,0
112,0
149,0
111,1
130,0
165,0
108,1
139,1
122,0
144,1
145,0
158,1
121,0
143,0
162,1
169,0
149,1
165,0
120,1
156,1
115,1
145,1
146,1
138,0
122,0
101,0
142,1
132,1
158,0
166,0
149,1
115,1
152,1
118,1
159,1
119,1
121,1
137,0
137,1
161,1
140,0
165,1
150,0
141,0
130,1
110,0
147,0
114,1
124,0
124,1
134,1
109,1
119,1
109,0
160,0
165,1
154,0
143,0
153,0
162,1
106,0
165,0
118,1
104,0
163,0
139,0
117,0
110,1
132,0
154,1
156,0
157,1
108,1
144,1
155,0
135,0
151,0
144,0
152,1
156,1
156,0
110,0
156,1
110,1
126,0
164,1
101,0
116,1
100,0
116,0
121,0
133,1
107,1
160,1
165,0
113,0
125,0
109,0
109,0
102,0
147,0
135,0
112,0
157,0
131,1
142,1
103,0
161,1
155,1
152,0
141,1
132,1
166,1
112,0
148,1
132,1
167,1
135,1
112,0
162,0
131,0
156,0
158,1
113,0
105,0
141,1
164,1
118,1
116,1
147,1
132,1
168,0
140,0
152,1
135,1
159,0
134,1
169,0
111,1
109,0
170,1
165,0
141,1
113,1
162,0
156,0
106,1
164,0
116,1
145,1
146,1
166,0
123,1
159,0
122,0
128,1
113,1
121,0
140,1
106,1
162,1
123,1
108,1
134,0
143,0
165,0
137,0
127,1
125,0
128,0
123,1
106,0
163,1
166,0
112,0
125,1
165,0
158,0
100,1
160,0
154,0
117,0
122,0
100,1
102,1
168,0
154,0
118,1
146,1
153,1
153,1
102,0
107,0
169,0
110,0
129,1
151,0
151,1
107,0
106,1
131,0
116,0
124,1
145,1
158,0
169,0
159,1
154,1
150,1
130,0
125,0
147,1
105,0
121,0
148,1
163,1
155,0
163,0
165,0
131,0
168,1
155,1
128,0
149,0
138,1
162,1
141,1
140,0
141,0
127,1
102,1
108,1
113,0
169,0
121,1
132,1
153,1
130,1
162,0
118,1
108,1
163,1
124,1
115,1
166,0
144,0
147,1
150,0
133,0
153,0
160,0
104,0
104,1
109,0
162,1
138,0
100,0
156,0
150,1
150,0
138,1
165,1
133,1
138,0
119,1
110,0
125,1
143,0
101,0
125,0
101,0
138,1
151,1
136,0
158,1
118,1
136,1
107,1
108,0
164,0
158,1
149,1
133,0
159,0
120,0
158,1
112,0
164,0
168,1
163,0
131,0
159,0
140,0
159,1
159,0
135,0
163,1
118,0
166,1
109,0
160,0
107,1
109,0
148,0
159,0
164,0
132,0
153,0
135,0
153,1
155,0
144,1
168,0
147,1
107,1
154,0
106,0
161,0
112,1
160,1
144,1
161,0
128,0
160,0
113,0
110,1
158,0
162,1
156,0
157,0
166,1
118,1
104,0
120,1
139,0
138,1
104,0
155,1
150,1
167,0
154,0
120,1
139,0
122,0
106,0
143,0
115,0
146,1
143,1
143,0
134,1
106,1
128,1
144,0
128,1
114,0
121,1
146,0
111,1
163,1
139,1
126,0
149,0
170,0
159,1
159,0
151,0
136,0
139,0
138,0
154,0
162,0
112,1
151,1
108,1
150,0
101,0
139,0
169,1
125,0
116,0
163,0
167,1
103,1
101,1
103,0
139,1
115,0
108,0
142,1
110,1
110,1
110,1
105,1
116,0
134,1
104,1
117,0
112,0
116,0
109,0
130,0
105,1
163,1
115,0
159,0
134,1
132,0
103,0
159,1
144,1
104,1
150,1
125,0
158,0
133,0
103,0
142,1
119,1
160,1
153,0
123,1
144,0
134,1
130,1
130,0
162,1
136,1
118,0
106,1
119,0
106,0
141,1
144,0
155,0
119,0
133,1
149,1
128,0
119,0
117,0
146,0
117,1
119,1
140,1
130,1
124,1
140,1
111,1
123,0
